Regions,Qualifications,Qualification,Sex,Hours ,Age,Observation
East of England,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",Male,Full-time: 49 or more hours worked,Aged 15 years and under,0
East of England,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",Male,Full-time: 49 or more hours worked,Aged 16 to 24 years,1521
East of England,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",Male,Full-time: 49 or more hours worked,Aged 25 to 34 years,4367
East of England,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",Male,Full-time: 49 or more hours worked,Aged 35 to 49 years,7708
East of England,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",Male,Full-time: 49 or more hours worked,Aged 50 to 64 years,10176
East of England,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",Male,Full-time: 49 or more hours worked,Aged 65 years and over,1546
London,-8,Does not apply,Female,Does not apply,Aged 15 years and under,830047
London,-8,Does not apply,Female,Does not apply,Aged 16 to 24 years,0
London,-8,Does not apply,Female,Does not apply,Aged 25 to 34 years,0
London,-8,Does not apply,Female,Does not apply,Aged 35 to 49 years,0
London,-8,Does not apply,Female,Does not apply,Aged 50 to 64 years,0
London,-8,Does not apply,Female,Does not apply,Aged 65 years and over,0
London,-8,Does not apply,Female,Part-time: 15 hours or less worked,Aged 15 years and under,0
London,-8,Does not apply,Female,Part-time: 15 hours or less worked,Aged 16 to 24 years,0
London,-8,Does not apply,Female,Part-time: 15 hours or less worked,Aged 25 to 34 years,0
London,-8,Does not apply,Female,Part-time: 15 hours or less worked,Aged 35 to 49 years,0
London,-8,Does not apply,Female,Part-time: 15 hours or less worked,Aged 50 to 64 years,0
London,-8,Does not apply,Female,Part-time: 15 hours or less worked,Aged 65 years and over,0
London,-8,Does not apply,Female,Part-time: 16 to 30 hours worked,Aged 15 years and under,0
London,-8,Does not apply,Female,Part-time: 16 to 30 hours worked,Aged 16 to 24 years,0
London,-8,Does not apply,Female,Part-time: 16 to 30 hours worked,Aged 25 to 34 years,0
London,-8,Does not apply,Female,Part-time: 16 to 30 hours worked,Aged 35 to 49 years,0
London,-8,Does not apply,Female,Part-time: 16 to 30 hours worked,Aged 50 to 64 years,0
London,-8,Does not apply,Female,Part-time: 16 to 30 hours worked,Aged 65 years and over,0
London,-8,Does not apply,Female,Full-time: 31 to 48 hours worked,Aged 15 years and under,0
London,-8,Does not apply,Female,Full-time: 31 to 48 hours worked,Aged 16 to 24 years,0
London,-8,Does not apply,Female,Full-time: 31 to 48 hours worked,Aged 25 to 34 years,0
London,-8,Does not apply,Female,Full-time: 31 to 48 hours worked,Aged 35 to 49 years,0
London,-8,Does not apply,Female,Full-time: 31 to 48 hours worked,Aged 50 to 64 years,0
London,-8,Does not apply,Female,Full-time: 31 to 48 hours worked,Aged 65 years and over,0
London,-8,Does not apply,Female,Full-time: 49 or more hours worked,Aged 15 years and under,0
London,-8,Does not apply,Female,Full-time: 49 or more hours worked,Aged 16 to 24 years,0
London,-8,Does not apply,Female,Full-time: 49 or more hours worked,Aged 25 to 34 years,0
London,-8,Does not apply,Female,Full-time: 49 or more hours worked,Aged 35 to 49 years,0
London,-8,Does not apply,Female,Full-time: 49 or more hours worked,Aged 50 to 64 years,0
London,-8,Does not apply,Female,Full-time: 49 or more hours worked,Aged 65 years and over,0
London,-8,Does not apply,Male,Does not apply,Aged 15 years and under,865696
London,-8,Does not apply,Male,Does not apply,Aged 16 to 24 years,0
London,-8,Does not apply,Male,Does not apply,Aged 25 to 34 years,0
London,-8,Does not apply,Male,Does not apply,Aged 35 to 49 years,0
London,-8,Does not apply,Male,Does not apply,Aged 50 to 64 years,0
London,-8,Does not apply,Male,Does not apply,Aged 65 years and over,0
London,-8,Does not apply,Male,Part-time: 15 hours or less worked,Aged 15 years and under,0
London,-8,Does not apply,Male,Part-time: 15 hours or less worked,Aged 16 to 24 years,0
London,-8,Does not apply,Male,Part-time: 15 hours or less worked,Aged 25 to 34 years,0
London,-8,Does not apply,Male,Part-time: 15 hours or less worked,Aged 35 to 49 years,0
London,-8,Does not apply,Male,Part-time: 15 hours or less worked,Aged 50 to 64 years,0
London,-8,Does not apply,Male,Part-time: 15 hours or less worked,Aged 65 years and over,0
London,-8,Does not apply,Male,Part-time: 16 to 30 hours worked,Aged 15 years and under,0
London,-8,Does not apply,Male,Part-time: 16 to 30 hours worked,Aged 16 to 24 years,0
London,-8,Does not apply,Male,Part-time: 16 to 30 hours worked,Aged 25 to 34 years,0
London,-8,Does not apply,Male,Part-time: 16 to 30 hours worked,Aged 35 to 49 years,0
London,-8,Does not apply,Male,Part-time: 16 to 30 hours worked,Aged 50 to 64 years,0
London,-8,Does not apply,Male,Part-time: 16 to 30 hours worked,Aged 65 years and over,0
London,-8,Does not apply,Male,Full-time: 31 to 48 hours worked,Aged 15 years and under,0
London,-8,Does not apply,Male,Full-time: 31 to 48 hours worked,Aged 16 to 24 years,0
London,-8,Does not apply,Male,Full-time: 31 to 48 hours worked,Aged 25 to 34 years,0
London,-8,Does not apply,Male,Full-time: 31 to 48 hours worked,Aged 35 to 49 years,0
London,-8,Does not apply,Male,Full-time: 31 to 48 hours worked,Aged 50 to 64 years,0
London,-8,Does not apply,Male,Full-time: 31 to 48 hours worked,Aged 65 years and over,0
London,-8,Does not apply,Male,Full-time: 49 or more hours worked,Aged 15 years and under,0
London,-8,Does not apply,Male,Full-time: 49 or more hours worked,Aged 16 to 24 years,0
London,-8,Does not apply,Male,Full-time: 49 or more hours worked,Aged 25 to 34 years,0
London,-8,Does not apply,Male,Full-time: 49 or more hours worked,Aged 35 to 49 years,0
London,-8,Does not apply,Male,Full-time: 49 or more hours worked,Aged 50 to 64 years,0
London,-8,Does not apply,Male,Full-time: 49 or more hours worked,Aged 65 years and over,0
London,0,No qualifications,Female,Does not apply,Aged 15 years and under,0
London,0,No qualifications,Female,Does not apply,Aged 16 to 24 years,37790
London,0,No qualifications,Female,Does not apply,Aged 25 to 34 years,35784
London,0,No qualifications,Female,Does not apply,Aged 35 to 49 years,72591
London,0,No qualifications,Female,Does not apply,Aged 50 to 64 years,91162
London,0,No qualifications,Female,Does not apply,Aged 65 years and over,226124
London,0,No qualifications,Female,Part-time: 15 hours or less worked,Aged 15 years and under,0
London,0,No qualifications,Female,Part-time: 15 hours or less worked,Aged 16 to 24 years,1564
London,0,No qualifications,Female,Part-time: 15 hours or less worked,Aged 25 to 34 years,5258
London,0,No qualifications,Female,Part-time: 15 hours or less worked,Aged 35 to 49 years,11086
London,0,No qualifications,Female,Part-time: 15 hours or less worked,Aged 50 to 64 years,11682
London,0,No qualifications,Female,Part-time: 15 hours or less worked,Aged 65 years and over,4129
London,0,No qualifications,Female,Part-time: 16 to 30 hours worked,Aged 15 years and under,0
London,0,No qualifications,Female,Part-time: 16 to 30 hours worked,Aged 16 to 24 years,2158
London,0,No qualifications,Female,Part-time: 16 to 30 hours worked,Aged 25 to 34 years,8647
London,0,No qualifications,Female,Part-time: 16 to 30 hours worked,Aged 35 to 49 years,19907
London,0,No qualifications,Female,Part-time: 16 to 30 hours worked,Aged 50 to 64 years,20007
London,0,No qualifications,Female,Part-time: 16 to 30 hours worked,Aged 65 years and over,4235
London,0,No qualifications,Female,Full-time: 31 to 48 hours worked,Aged 15 years and under,0
London,0,No qualifications,Female,Full-time: 31 to 48 hours worked,Aged 16 to 24 years,3337
London,0,No qualifications,Female,Full-time: 31 to 48 hours worked,Aged 25 to 34 years,11147
London,0,No qualifications,Female,Full-time: 31 to 48 hours worked,Aged 35 to 49 years,17251
London,0,No qualifications,Female,Full-time: 31 to 48 hours worked,Aged 50 to 64 years,21673
London,0,No qualifications,Female,Full-time: 31 to 48 hours worked,Aged 65 years and over,3523
London,0,No qualifications,Female,Full-time: 49 or more hours worked,Aged 15 years and under,0
London,0,No qualifications,Female,Full-time: 49 or more hours worked,Aged 16 to 24 years,395
London,0,No qualifications,Female,Full-time: 49 or more hours worked,Aged 25 to 34 years,1216
London,0,No qualifications,Female,Full-time: 49 or more hours worked,Aged 35 to 49 years,2073
London,0,No qualifications,Female,Full-time: 49 or more hours worked,Aged 50 to 64 years,2170
London,0,No qualifications,Female,Full-time: 49 or more hours worked,Aged 65 years and over,385
London,0,No qualifications,Male,Does not apply,Aged 15 years and under,0
London,0,No qualifications,Male,Does not apply,Aged 16 to 24 years,44858
London,0,No qualifications,Male,Does not apply,Aged 25 to 34 years,24398
London,0,No qualifications,Male,Does not apply,Aged 35 to 49 years,42839
London,0,No qualifications,Male,Does not apply,Aged 50 to 64 years,65647
London,0,No qualifications,Male,Does not apply,Aged 65 years and over,133937
London,0,No qualifications,Male,Part-time: 15 hours or less worked,Aged 15 years and under,0
London,0,No qualifications,Male,Part-time: 15 hours or less worked,Aged 16 to 24 years,1456
London,0,No qualifications,Male,Part-time: 15 hours or less worked,Aged 25 to 34 years,3643
London,0,No qualifications,Male,Part-time: 15 hours or less worked,Aged 35 to 49 years,7828
London,0,No qualifications,Male,Part-time: 15 hours or less worked,Aged 50 to 64 years,9019
London,0,No qualifications,Male,Part-time: 15 hours or less worked,Aged 65 years and over,3236
London,0,No qualifications,Male,Part-time: 16 to 30 hours worked,Aged 15 years and under,0
London,0,No qualifications,Male,Part-time: 16 to 30 hours worked,Aged 16 to 24 years,2106
London,0,No qualifications,Male,Part-time: 16 to 30 hours worked,Aged 25 to 34 years,7775
London,0,No qualifications,Male,Part-time: 16 to 30 hours worked,Aged 35 to 49 years,22308
London,0,No qualifications,Male,Part-time: 16 to 30 hours worked,Aged 50 to 64 years,18223
London,0,No qualifications,Male,Part-time: 16 to 30 hours worked,Aged 65 years and over,3722
London,0,No qualifications,Male,Full-time: 31 to 48 hours worked,Aged 15 years and under,0
